number,state,title,author,body,created_at,closed_at,merged_at,labels_count,assignees_count,title_length,body_length,TTC_hours,merged
12419,closed,build(deps): bump follow-redirects from 1.13.0 to 1.14.7,dependabot[bot],"Bumps [follow-redirects](https://github.com/follow-redirects/follow-redirects) from 1.13.0 to 1.14.7.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/2ede36d7c60d3acdcd324dcd99a9dbd52e4fb3a6""><code>2ede36d</code></a> Release version 1.14.7 of the npm package.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/8b347cbcef7c7b72a6e9be20f5710c17d6163c22""><code>8b347cb</code></a> Drop Cookie header across domains.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/6f5029ae1a0fdab4dc25f6379a5ee303c2319070""><code>6f5029a</code></a> Release version 1.14.6 of the npm package.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/af706bee57de954414c0bde0a9f33e62beea3e52""><code>af706be</code></a> Ignore null headers.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/d01ab7a5c5df3617c7a40a03de7af6427fdfac55""><code>d01ab7a</code></a> Release version 1.14.5 of the npm package.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/40052ea8aa13559becee5795715c1d45b1f0eb76""><code>40052ea</code></a> Make compatible with Node 17.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/86f7572f9365dadc39f85916259b58973819617f""><code>86f7572</code></a> Fix: clear internal timer on request abort to avoid leakage</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/2e1eaf0218c5315a2ab27f53964d0535d4dafb51""><code>2e1eaf0</code></a> Keep Authorization header on subdomain redirects.</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/2ad9e82b6277ae2104f7770e9ff1186cc6da29d4""><code>2ad9e82</code></a> Carry over Host header on relative redirects (<a href=""https://github-redirect.dependabot.com/follow-redirects/follow-redirects/issues/172"">#172</a>)</li>
<li><a href=""https://github.com/follow-redirects/follow-redirects/commit/77e2a581e1d1811674b7b74745a9c20a5b939488""><code>77e2a58</code></a> Release version 1.14.4 of the npm package.</li>
<li>Additional commits viewable in <a href=""https://github.com/follow-redirects/follow-redirects/compare/v1.13.0...v1.14.7"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=follow-redirects&package-manager=npm_and_yarn&previous-version=1.13.0&new-version=1.14.7)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/vuejs/vue/network/alerts).

</details>",2022-01-13 14:27:25+00:00,2022-01-14 08:23:10+00:00,2022-01-14 08:23:10+00:00,1,0,56,4733.0,17.929166666666667,1
12417,closed,Transform component's children to its default slot contents (fix #12232),nestorrente,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [x] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [x] Yes
- [ ] No

If yes, please describe the impact and migration path for existing applications:

HTML tags written using some uppercase letters (i.e. `<H1>` or `<Span>`) will stop rendering their children. This happens because those tags are considered components by the `maybeComponent()` function, so after applying these changes their children will be considered the contents of its default slot. As native HTML tags doesn't have slots, they won't be rendered. This is explained in more detail in the attached video.

The recommendation in this case is to write the standard HTML tags always in lowercase (in fact, in Vue 3 a ""failed to resolve component"" warning is displayed when an uppercase tag is used, even when it's still rendered).

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**

https://user-images.githubusercontent.com/9889025/149219636-254a6ebf-7f56-4d76-9de6-d8eed439a1e0.mp4

*P.S.: I just realized I didn't show the fixed version working as expected in the video (I forgot to modify the input during the demo). If you find it necessary, I can upload another video showing it :slightly_smiling_face: thank you very much!*",2022-01-12 20:52:12+00:00,2022-01-13 09:30:44+00:00,,0,0,72,2303.0,12.642222222222221,0
12413,closed,Create Learning,fahadashiq12,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [ ] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2022-01-07 16:26:26+00:00,2022-01-07 17:26:10+00:00,,0,0,15,1301.0,0.9955555555555555,0
12408,closed,[automated] Patreon backers update (Jan 2022,vue-bot,This is an automated pull request. ping @yyx990803,2022-01-05 05:05:19+00:00,2022-01-05 10:25:05+00:00,2022-01-05 10:25:05+00:00,0,0,44,50.0,5.329444444444444,1
12406,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request. ping @yyx990803,2022-01-03 15:03:16+00:00,2022-01-04 01:22:46+00:00,2022-01-04 01:22:46+00:00,0,0,35,50.0,10.325,1
12404,closed,update README,ted31539,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [ ] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-12-30 08:38:37+00:00,2021-12-30 09:37:11+00:00,,0,0,13,1301.0,0.9761111111111112,0
12403,closed,ci: Update CircleCI pipeline to run Codecov,thomasrockhu-codecov,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->
This duplicates https://github.com/vuejs/vue/pull/12402 due to a branch deletion mistake.

Tom from Codecov here. The original intent of the build was to only run Codecov on non-PRs. But it seems like every commit has an associated PR now. The [Codecov page](https://app.codecov.io/gh/vuejs/vue) shows no commits for the past year, and viewing any build of a commit in that timeframe (e.g. [6e22f770](https://app.circleci.com/pipelines/github/vuejs/vue/784/workflows/dd6d5796-ada9-44ff-9b4b-27dd8bb9558a/jobs/18103)) will show that `CIRCLE_PULL_REQUEST` and `CI_PULL_REQUEST` are set.

In any case, no coverage report has been uploaded in quite some time. I realize that this will change the PR experience for users, so happy to change this to whatever makes the most sense for Vue.

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [x] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
The npm version of the uploader is being deprecated in favor of the new universal uploader. Also, `CI_PULL_REQUEST` has been deprecated in favor of `CIRCLE_PULL_REQUEST`.",2021-12-28 18:15:57+00:00,2024-03-19 17:29:29+00:00,,0,0,43,2259.0,19487.225555555557,0
12402,closed,ci: Update CircleCI pipeline to run Codecov,thomasrockhu-codecov,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

Tom from Codecov here. The original intent of the build was to only run Codecov on non-PRs. But it seems like every commit has an associated PR now. The [Codecov page](https://app.codecov.io/gh/vuejs/vue) shows no commits for the past year, and viewing any build of a commit in that timeframe (e.g. [6e22f770](https://app.circleci.com/pipelines/github/vuejs/vue/784/workflows/dd6d5796-ada9-44ff-9b4b-27dd8bb9558a/jobs/18103)) will show that `CIRCLE_PULL_REQUEST` and `CI_PULL_REQUEST` are set.

In any case, no coverage report has been uploaded in quite some time. I realize that this will change the PR experience for users, so happy to change this to whatever makes the most sense for Vue.

I have also bumped up the npm Codecov version to latest.

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [x] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
The npm version of the uploader is being deprecated in favor of the new universal uploader. I didn't think this PR would be a good place to do it, but happy to make it so.

Also, `CI_PULL_REQUEST` has been deprecated in favor of `CIRCLE_PULL_REQUEST`.",2021-12-27 16:48:28+00:00,2021-12-28 18:14:23+00:00,,0,0,43,2311.0,25.431944444444444,0
12398,closed,Switch to `CIRCLE_PULL_REQUEST` from `CI_PULL_REQUEST`,thomasrockhu-codecov,"`CI_PULL_REQUEST` has been deprecated in favor of `CIRCLE_PULL_REQUEST` as documented [here](https://github.com/vuejs/vue/blob/0603ff695d2f41286239298210113cbe2b209e28/.circleci/config.yml).

This prevents coverage reports from being uploaded to Codecov ([example](https://app.circleci.com/pipelines/github/vuejs/vue/781/workflows/04a4cdb5-79ff-4632-acdd-5374b2e04a66/jobs/18087))

<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [x] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-12-21 18:03:26+00:00,2021-12-21 18:06:34+00:00,,0,0,54,1687.0,0.052222222222222225,0
12393,closed,feat(types): add types for hook events,shixianqin,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe: add types for hook events

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-12-20 08:10:16+00:00,2023-08-01 08:44:57+00:00,,0,0,38,1327.0,14136.578055555556,0
12382,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request. ping @yyx990803,2021-12-15 10:34:29+00:00,2021-12-15 10:35:24+00:00,2021-12-15 10:35:24+00:00,0,0,35,50.0,0.015277777777777777,1
12381,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request. ping @yyx990803,2021-12-15 10:31:18+00:00,2021-12-15 10:34:15+00:00,,0,0,35,50.0,0.049166666666666664,0
12375,closed,[automated] Patreon backers update (Dec 2021,vue-bot,This is an automated pull request. ping @yyx990803,2021-12-05 05:05:14+00:00,2022-01-05 10:25:22+00:00,,0,0,44,50.0,749.3355555555555,0
12366,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request. ping @yyx990803,2021-11-23 02:59:24+00:00,2021-11-23 02:59:52+00:00,2021-11-23 02:59:52+00:00,0,0,35,50.0,0.0077777777777777776,1
12364,closed,chore: typo [skip ci],MalikIdreesHasanKhan,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe:
Fixes typo
**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-11-17 13:11:16+00:00,2021-11-17 16:51:43+00:00,2021-11-17 16:51:43+00:00,0,0,21,1311.0,3.674166666666667,1
12361,closed,chore: fix typo,nguyentuansi,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-11-16 15:09:37+00:00,2021-11-16 15:12:04+00:00,,0,0,15,1301.0,0.04083333333333333,0
12360,closed,chore: fix typo (#12360) [skip ci],nguyentuansi,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-11-16 15:02:29+00:00,2021-11-17 09:16:59+00:00,2021-11-17 09:16:58+00:00,0,0,34,1301.0,18.241666666666667,1
12359,closed,chore: comment typo [skip ci],nguyentuansi,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-11-16 09:32:06+00:00,2021-11-16 13:09:25+00:00,2021-11-16 13:09:25+00:00,0,0,29,1301.0,3.6219444444444444,1
12350,closed,added .bak to the gitignore file to prevent pushing bak files,danielgroen,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [x] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-11-08 18:32:09+00:00,2021-11-08 19:11:35+00:00,,0,0,61,1301.0,0.6572222222222223,0
12349,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request.,2021-11-08 08:21:59+00:00,2021-11-10 04:19:30+00:00,2021-11-10 04:19:30+00:00,0,0,35,34.0,43.95861111111111,1
12348,closed,chore: fix typos [skip ci],180909,,2021-11-06 15:34:37+00:00,2021-11-06 22:43:57+00:00,2021-11-06 22:43:57+00:00,0,0,26,0.0,7.155555555555556,1
12346,closed,fix:options.d.ts complete the type of component in AsyncComponentFactory types,UxieVerity,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [x] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-11-05 06:33:59+00:00,2021-11-09 20:19:17+00:00,,0,0,78,1301.0,109.755,0
12345,closed,[automated] Patreon backers update (Nov 2021,vue-bot,This is an automated pull request.,2021-11-05 05:05:35+00:00,2021-11-10 04:19:19+00:00,2021-11-10 04:19:19+00:00,0,0,44,34.0,119.22888888888889,1
12339,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request.,2021-10-27 23:07:23+00:00,2021-11-03 01:56:26+00:00,2021-11-03 01:56:26+00:00,0,0,35,34.0,146.8175,1
12334,closed,Update README.md by wn,wangn2528,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [ ] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",2021-10-21 02:58:00+00:00,2021-10-21 04:54:10+00:00,,0,0,22,1301.0,1.9361111111111111,0
12332,closed,[automated] Patreon sponsors update,vue-bot,This is an automated pull request.,2021-10-18 19:57:23+00:00,2021-10-18 22:59:47+00:00,2021-10-18 22:59:47+00:00,0,0,35,34.0,3.04,1
