id,user/login,body,submitted_at,pr_number
3190985027,JDevlieghere,🚢,2025-09-05T22:41:54Z,157192
3194543205,eugeneepshteyn,,2025-09-07T18:06:50Z,157191
3196731741,kkwli,LG. Thanks for the quick fix.,2025-09-08T14:09:15Z,157191
3195976443,tblah,Thanks for the bug fix,2025-09-08T10:54:13Z,157186
3196993769,ceseo,,2025-09-08T15:13:53Z,157186
3196994607,ceseo,,2025-09-08T15:14:07Z,157186
3197245962,tblah,,2025-09-08T16:20:52Z,157186
3197392111,ceseo,,2025-09-08T17:07:52Z,157186
3200725077,tblah,,2025-09-09T10:22:06Z,157186
3200726607,tblah,Thank you for the bug fix,2025-09-09T10:22:22Z,157186
3201713028,ceseo,,2025-09-09T13:46:25Z,157186
3191304543,wangpc-pp,LGTM.,2025-09-06T02:32:36Z,157188
3191314001,wangzpgi,,2025-09-06T02:47:26Z,157189
3191329614,vzakhari,,2025-09-06T02:58:58Z,157189
3191330917,vzakhari,,2025-09-06T03:00:32Z,157189
3192946706,clementval,,2025-09-06T14:46:08Z,157189
3192950883,clementval,,2025-09-06T14:47:45Z,157189
3197274571,clementval,,2025-09-08T16:28:29Z,157189
3191302884,wangpc-pp,,2025-09-06T02:30:58Z,157185
3196313961,jplehr,,2025-09-08T12:33:22Z,157182
3196321712,jhuber6,,2025-09-08T12:35:02Z,157182
3196376703,jplehr,lgtm,2025-09-08T12:47:20Z,157182
3195430475,philnik777,Thanks!,2025-09-08T08:12:28Z,157183
3192427203,zwuis,,2025-09-06T11:58:00Z,157174
3194060258,zwuis,,2025-09-07T01:39:14Z,157174
3194425678,cor3ntin,,2025-09-07T12:27:45Z,157174
3190991929,joker-eph,,2025-09-05T22:48:22Z,157176
3190996355,joker-eph,,2025-09-05T22:52:52Z,157176
3191255356,makslevental,,2025-09-06T01:52:12Z,157176
3191260631,makslevental,,2025-09-06T02:02:17Z,157176
3191492071,christopherbate,"The change makes sense to me. IIUC, it only affects the generation of ""convenience targets"" for subfolders, but ""check-mlir"" will still run the Python tests. The only comment I have is that we should start adding documentation to the affected functions in AddLLVM.cmake.",2025-09-06T04:18:20Z,157176
3191753918,joker-eph,,2025-09-06T08:12:41Z,157176
3191763267,joker-eph,,2025-09-06T08:15:19Z,157176
3191817736,makslevental,,2025-09-06T08:31:09Z,157176
3191924490,joker-eph,,2025-09-06T09:20:23Z,157176
3197725077,sarnex,,2025-09-08T18:46:36Z,157172
3198206801,jhuber6,,2025-09-08T21:13:28Z,157172
3201983455,sarnex,,2025-09-09T14:45:29Z,157172
3201989716,sarnex,,2025-09-09T14:47:08Z,157172
3201996350,jhuber6,,2025-09-09T14:48:52Z,157172
3202016589,sarnex,,2025-09-09T14:53:50Z,157172
3190921550,PiJoules,LGTM and can confirm this fixes https://github.com/llvm/llvm-project/issues/156760. Could you add that repro as a regression test here.,2025-09-05T22:10:48Z,157171
3194578536,aaronpuchert,It looks like there is some confusion around the concepts here: `unique_lock` is not a `lockable` but a [`scoped_lockable`](https://clang.llvm.org/docs/ThreadSafetyAnalysis.html#scoped-capability). The latter should be automatically released if you annotate the destructor. The former should in my view be manually released before they're destroyed. I'll comment on the original issue.,2025-09-07T20:44:02Z,157171
3194596891,aaronpuchert,,2025-09-07T21:08:29Z,157171
3190657644,xlauko,lgtm,2025-09-05T20:12:05Z,157169
3195716507,Michael137,,2025-09-08T09:28:04Z,157167
3190652169,shiltian,,2025-09-05T20:09:49Z,157168
3203154455,dmpots,,2025-09-09T20:39:04Z,157170
3207269884,GeorgeHuyubo,,2025-09-10T18:02:53Z,157170
3207859486,dmpots,Can we get a test case for this?,2025-09-10T21:24:54Z,157170
3207890806,dmpots,,2025-09-10T21:28:15Z,157170
3207993211,dmpots,LGTM,2025-09-10T22:13:58Z,157170
3190749251,shiltian,,2025-09-05T20:46:21Z,157166
3190579118,preames,LGTM,2025-09-05T19:39:43Z,157164
3190576291,efriedma-quic,,2025-09-05T19:38:21Z,157159
3197002312,fhahn,,2025-09-08T15:16:22Z,157159
3197968569,efriedma-quic,,2025-09-08T20:11:57Z,157159
3198201990,fhahn,,2025-09-08T21:10:34Z,157159
3198211002,efriedma-quic,LGTM.  Also a couple minor suggestions; accept or reject if you want.,2025-09-08T21:15:57Z,157159
3200233551,fhahn,,2025-09-09T09:01:15Z,157159
3200521850,nikic,,2025-09-09T09:49:14Z,157159
3200792334,fhahn,,2025-09-09T10:34:02Z,157159
3200792458,fhahn,,2025-09-09T10:34:04Z,157159
3201544107,RoboTux,,2025-09-09T13:17:32Z,157158
3201632002,Clipi-12,,2025-09-09T13:32:34Z,157158
3201810595,RoboTux,,2025-09-09T14:08:17Z,157158
3202832354,RoboTux,LGTM,2025-09-09T18:44:42Z,157158
3190658901,michaelrj-google,,2025-09-05T20:12:33Z,157157
3190599164,nikalra,,2025-09-05T19:48:58Z,157156
3190713788,jakubtuchol,,2025-09-05T20:30:49Z,157156
3190378937,cyndyishida,,2025-09-05T18:19:38Z,157154
3190326514,JDevlieghere,,2025-09-05T17:59:02Z,157150
3190389730,JDevlieghere,LGTM!,2025-09-05T18:23:47Z,157150
3190316472,rupprecht,,2025-09-05T17:53:48Z,157149
3190328728,ymand,,2025-09-05T17:59:06Z,157148
3190250802,rupprecht,,2025-09-05T17:25:54Z,157143
3190476365,wangpc-pp,LGTM!,2025-09-05T18:59:58Z,157147
3190267034,ChiaHungDuan,,2025-09-05T17:32:34Z,157146
3190358278,PiJoules,,2025-09-05T18:11:39Z,157146
3195605649,SLTozer,"Seems like the most robust way to get information on the ongoing intermittent failures, SGTM.",2025-09-08T08:58:41Z,157145
3192471192,kuhar,Thanks ,2025-09-06T12:07:11Z,157141
3190246717,AmrDeveloper,"LGTM, Thanks for updating GenExprComplex",2025-09-05T17:24:07Z,157140
3190599814,bcardosolopes,,2025-09-05T19:49:19Z,157140
3197495779,shafik,LGTM but we need a release note.,2025-09-08T17:44:35Z,157139
3197534878,erichkeane,"Release note + bug number is a good idea, else LGTM.",2025-09-08T17:57:50Z,157139
3191498378,tbaederr,,2025-09-06T04:22:18Z,157137
3190469150,wangpc-pp,LGTM. Thanks!,2025-09-05T18:56:46Z,157133
3195897362,SLTozer,"It's rather unfortunate that there's not a better way of getting useful output here, but it is a finicky error, and this should provide the necessary output to diagnose the issue without affecting normal output.",2025-09-08T10:40:18Z,157130
3190275211,svkeerthy,"Yes, makes sense. Thanks!",2025-09-05T17:36:05Z,157132
3190316648,boomanaiden154,,2025-09-05T17:53:52Z,157132
3189858667,makslevental,Thanks!,2025-09-05T15:38:48Z,157127
3189918290,tbaederr,,2025-09-05T15:57:04Z,157126
3190001868,RKSimon,,2025-09-05T16:23:15Z,157126
3190285736,tbaederr,Bytecode part LGTM,2025-09-05T17:40:41Z,157126
3189821342,vbvictor,"LGTM, thank you",2025-09-05T15:27:20Z,157123
3190440111,carlosgalvezp,LGTM!,2025-09-05T18:43:59Z,157123
3189780510,klausler,,2025-09-05T15:16:27Z,157120
3189921530,vzakhari,"Thank you, Jean!",2025-09-05T15:57:41Z,157120
3198456812,charithaintc,"overall this looks great to me. awesome work.

I added some comments. I will do another pass after your response. ",2025-09-09T00:00:07Z,157119
3200717987,akroviakov,,2025-09-09T10:20:40Z,157119
3200718121,akroviakov,,2025-09-09T10:20:43Z,157119
3200718236,akroviakov,,2025-09-09T10:20:45Z,157119
3200718750,akroviakov,,2025-09-09T10:20:50Z,157119
3200719226,akroviakov,,2025-09-09T10:20:54Z,157119
3204525148,charithaintc,LGTM. please address the remainnig comments before merge.,2025-09-10T05:59:04Z,157119
3204538603,charithaintc,,2025-09-10T06:00:32Z,157119
3204540502,charithaintc,,2025-09-10T06:01:31Z,157119
3205013312,akroviakov,,2025-09-10T08:18:37Z,157119
3205014985,akroviakov,,2025-09-10T08:19:06Z,157119
3205015191,akroviakov,,2025-09-10T08:19:09Z,157119
3205015768,akroviakov,,2025-09-10T08:19:17Z,157119
3206865247,charithaintc,,2025-09-10T16:10:26Z,157119
3207597850,charithaintc,,2025-09-10T19:46:00Z,157119
3190344514,andykaylor,,2025-09-05T18:17:45Z,157116
3190598825,bcardosolopes,LGTM once existing comments are addressed ,2025-09-05T19:48:47Z,157116
3196437230,mmha,,2025-09-08T13:00:19Z,157116
3196905336,mmha,,2025-09-08T14:52:22Z,157116
3196955613,mmha,,2025-09-08T15:03:55Z,157116
3197078534,mmha,,2025-09-08T15:36:14Z,157116
3189485056,tbaederr,,2025-09-05T13:56:03Z,157109
3189640407,nikic,LG,2025-09-05T14:39:15Z,157112
3189694475,c-rhodes,,2025-09-05T14:52:32Z,157112
3189735393,nikic,,2025-09-05T15:04:29Z,157112
3200504484,frederick-vs-ja,,2025-09-09T09:44:23Z,157114
3201207306,ldionne,,2025-09-09T12:12:43Z,157114
3189552513,s-barannikov,,2025-09-05T14:13:12Z,157107
3189522172,tbaederr,,2025-09-05T14:05:39Z,157106
3189547460,RKSimon,,2025-09-05T14:12:09Z,157106
3189578626,tbaederr,,2025-09-05T14:20:24Z,157106
3201106651,ldionne,"Just curious, how do you apply these cherry-picks? Do you generate a patch and then change the name of the files it applies to?",2025-09-09T11:50:25Z,157104
3189505503,phoebewang,,2025-09-05T14:01:33Z,157100
3189522690,phoebewang,LGTM with one nit.,2025-09-05T14:05:49Z,157100
3189275158,lntue,,2025-09-05T13:01:22Z,157096
3189303452,c8ef,,2025-09-05T13:07:09Z,157096
3189507201,lntue,,2025-09-05T14:02:02Z,157096
3189310143,gysit,LGTM,2025-09-05T13:08:19Z,157099
3189280295,frederick-vs-ja,,2025-09-05T13:02:46Z,157095
3189238056,frederick-vs-ja,Thanks for fixing the typo!,2025-09-05T12:48:57Z,157093
3190172281,XChy,"The implementation LGTM.
The original logic for the state machines remains complicated. If possible, can you import some testcases from #67093?",2025-09-05T16:58:08Z,157089
3195826670,XChy,Thanks. LGTM.,2025-09-08T09:56:50Z,157089
3189137629,nikic,,2025-09-05T12:15:06Z,157088
3190033138,mshockwave,LGTM,2025-09-05T16:35:10Z,157071
3189973417,topperc,LGTM,2025-09-05T16:12:26Z,157070
3188867274,wangpc-pp,LGTM.,2025-09-05T10:43:00Z,157068
3189355399,erichkeane,,2025-09-05T13:21:19Z,157062
3188841904,jayfoad,"It is intuitively obvious to me that AVGFLOORU/AVGCEILU/AVGFLOORS/AVGCEILS have a well defined result for all (non-undef non-poison) inputs, so I think this is fine even without Alive2 proofs.",2025-09-05T10:33:07Z,157056
3188610248,arsenm,"At some point we should split Support into ""ReallySupport"" and ""RandomStuffThatIRAndCodeGenUse""",2025-09-05T09:16:55Z,157057
3188742379,sdesmalen-arm,"This OptimizationClass class is pretty trivial. I think it makes sense to move `OptimizationLevel` to Support to avoid an unnecessary dependence on `Passes` when needing to reference `OptimizationLevel::O0`, for example.",2025-09-05T10:03:41Z,157057
3188552127,jayfoad,"This is great if it works, but I am surprised. I didn't work when I tried a few months ago. And bz30254 (#29602) is still open.",2025-09-05T08:57:19Z,157054
3189379625,Sisyph,,2025-09-05T13:28:09Z,157053
3189395886,arsenm,,2025-09-05T13:32:11Z,157053
3190360242,vbvictor,LGTM,2025-09-05T18:13:05Z,157049
3191543207,PiotrZSL,,2025-09-06T04:52:24Z,157049
3189269627,Sirraide,,2025-09-05T13:02:55Z,157046
3189320902,tbaederr,,2025-09-05T13:10:41Z,157046
3189346243,Sirraide,,2025-09-05T13:18:41Z,157046
3188536295,copilot-pull-request-reviewer[bot],"## Pull Request Overview

This PR optimizes the erf and erfc vector functions in libclc by switching from scalarization to a loop-based implementation. The change aims to reduce binary size by 3-4% for AMD and NVIDIA targets while maintaining functionality.

- Replaces scalarized vector implementations with loop-based ones for erf/erfc functions
- Introduces a new shared header for loop-based unary function scalarization
- Allows backend compilers to decide on loop unrolling for optimal performance

### Reviewed Changes

Copilot reviewed 3 out of 3 changed files in this pull request and generated 1 comment.

| File | Description |
| ---- | ----------- |
| libclc/clc/lib/generic/math/clc_erfc.cl | Switches from scalarized to loop-based vector implementation |
| libclc/clc/lib/generic/math/clc_erf.cl | Switches from scalarized to loop-based vector implementation |
| libclc/clc/include/clc/shared/unary_def_scalarize_loop.inc | New shared header implementing loop-based vector scalarization |



",2025-09-05T08:51:43Z,157055
3188627627,arsenm,,2025-09-05T09:23:13Z,157055
3188452298,copilot-pull-request-reviewer[bot],"## Pull Request Overview

This PR optimizes the IRLinker to avoid quadratic behavior during ThinLTO linking by replacing a linear search with a hash-based lookup. The change addresses performance issues where `is_contained` performs linear searches through previously inserted operands, causing up to 30% overhead on large binaries with CFI metadata.

Key changes:
- Introduces a `DenseMap<StringRef, DenseSet<MDNode *>>` lookup table to track inserted operands
- Replaces `is_contained` linear search with O(1) hash-based duplicate detection
- Adds initialization logic to populate the lookup table from existing destination operands



",2025-09-05T08:22:22Z,157045
3188489689,arsenm,,2025-09-05T08:35:52Z,157045
3190167306,shiltian,,2025-09-05T16:56:21Z,157037
3190170577,shiltian,,2025-09-05T16:57:29Z,157037
3190595851,rampitec,,2025-09-05T19:47:23Z,157037
3191175436,arsenm,,2025-09-06T00:28:16Z,157037
3191176883,arsenm,,2025-09-06T00:29:46Z,157037
3188501302,steakhal,"I'm happy to see that you didn't give up.
Thank you!",2025-09-05T08:40:34Z,157038
3189739865,tblah,,2025-09-05T15:05:50Z,157036
3194455351,tblah,Thank you for the update. Would you like me to merge this?,2025-09-07T13:49:32Z,157036
3188631236,RKSimon,Do we have any test coverage of the error messages if people use the old args and does it explain how they can fix it? Not sure how important it is given its still early days for avx10 but I imagine someone has already started using it......,2025-09-05T09:24:32Z,157034
3188842398,RKSimon,LGTM,2025-09-05T10:33:17Z,157034
3194472638,dtcxzyw,,2025-09-07T14:36:40Z,157030
3194572330,kper,,2025-09-07T20:00:53Z,157030
3194604207,andjo403,,2025-09-07T21:23:15Z,157030
3198229686,andjo403,Looks good to me but wait for an other review,2025-09-08T21:22:00Z,157030
3206511811,dtcxzyw,,2025-09-10T14:43:09Z,157030
3206655811,dtcxzyw,"LGTM. Thanks.

As a follow-up, are you interested in folding `trunc (shr C=0b11111...0000, %x) to i1 -> icmp ugt %x, cttz(C) - 1` as well? Not sure if it is profitable in real-world programs.
",2025-09-10T15:19:17Z,157030
3206698867,kper,,2025-09-10T15:23:08Z,157030
3189048364,labath,:ship: ,2025-09-05T11:43:35Z,157048
3190016214,adrian-prantl,,2025-09-05T16:29:07Z,157048
3189110174,arsenm,,2025-09-05T12:07:14Z,157027
3189214507,RKSimon,,2025-09-05T12:40:49Z,157027
3188300405,arsenm,,2025-09-05T07:28:30Z,157024
3188138296,arsenm,,2025-09-05T06:19:49Z,157023
3188603504,tgymnich,,2025-09-05T09:14:29Z,157022
3189414328,kuhar,,2025-09-05T13:37:36Z,157022
3189871477,kazutakahirata,,2025-09-05T15:42:53Z,157022
3188065170,ChuanqiXu9,The change itself looks good and makes sense.,2025-09-05T05:39:09Z,157019
3188066317,ChuanqiXu9,,2025-09-05T05:39:58Z,157019
3188123050,mizvekov,,2025-09-05T06:12:14Z,157019
3188137672,ChuanqiXu9,,2025-09-05T06:19:29Z,157019
3188138955,arsenm,,2025-09-05T06:20:11Z,157020
3189460867,kuhar,,2025-09-05T13:50:29Z,157020
3188125039,wangpc-pp,,2025-09-05T06:13:22Z,157011
3189460321,s-barannikov,,2025-09-05T13:50:41Z,157012
3189475345,jurahul,,2025-09-05T13:54:09Z,157012
3196978781,luporl,"LGTM, thanks for adding a test.",2025-09-08T15:09:52Z,157009
3197857193,luporl,,2025-09-08T19:26:58Z,157009
3198125993,luporl,,2025-09-08T20:48:19Z,157009
3200502697,agozillon,,2025-09-09T09:44:01Z,157009
3187958836,frederick-vs-ja,,2025-09-05T04:41:34Z,157010
3187981648,c8ef,Thanks for the quick fix!,2025-09-05T04:56:10Z,157010
3188021746,frederick-vs-ja,,2025-09-05T05:12:03Z,157010
3187981925,tonykuttai,LGTM,2025-09-05T04:56:19Z,157007
3188425884,philnik777,LGTM assuming the CI is happy.,2025-09-05T08:13:04Z,157006
3187863482,makslevental,,2025-09-05T03:07:39Z,157004
3187863906,makslevental,,2025-09-05T03:08:03Z,157004
3187864684,makslevental,,2025-09-05T03:08:53Z,157004
3187865756,makslevental,,2025-09-05T03:09:58Z,157004
3187869630,makslevental,LGTM modulo (mostly optional) nits.,2025-09-05T03:13:55Z,157004
3187875053,makslevental,,2025-09-05T03:19:23Z,157004
3188019833,nikalra,,2025-09-05T05:10:33Z,157004
3188871134,joker-eph,,2025-09-05T11:15:08Z,157004
3190014848,nikalra,,2025-09-05T16:28:33Z,157004
3190015932,nikalra,,2025-09-05T16:29:01Z,157004
3190016999,nikalra,,2025-09-05T16:29:27Z,157004
3190021168,nikalra,,2025-09-05T16:31:10Z,157004
3190026305,nikalra,,2025-09-05T16:32:52Z,157004
3191943619,joker-eph,,2025-09-06T09:30:45Z,157004
3197641308,nikalra,,2025-09-08T18:23:22Z,157004
3197255338,frasercrmck,,2025-09-08T16:22:56Z,157002
3187853135,lntue,,2025-09-05T02:57:15Z,157003
3190229877,shiltian,,2025-09-05T17:17:52Z,156998
3190544657,rampitec,,2025-09-05T19:29:03Z,157001
3190541900,rampitec,,2025-09-05T19:28:23Z,156997
3187901107,shiltian,seems like a NFC,2025-09-05T03:46:50Z,156993
3187612985,kuhar,,2025-09-05T00:39:52Z,156992
3188479544,Groverkss,This needs to be implemented the same way https://github.com/llvm/llvm-project/pull/151175 is implemented. We should be implementing a unrolling pattern for this. The rest of the ops do unrolling by default and we should keep it consistent.,2025-09-05T08:32:02Z,156992
3190539835,rampitec,,2025-09-05T19:27:51Z,156991
3190461157,rampitec,,2025-09-05T18:53:21Z,156990
3190211989,shiltian,,2025-09-05T17:12:40Z,156989
3190457894,rampitec,,2025-09-05T18:51:53Z,156989
3187579565,jasonmolenda,These all look correct.,2025-09-05T00:04:12Z,156987
3188538009,s-barannikov,,2025-09-05T08:56:35Z,156986
3189455709,jurahul,,2025-09-05T13:49:12Z,156986
3189456456,jurahul,,2025-09-05T13:49:19Z,156986
3187724315,mtrofin,Thanks!,2025-09-05T01:21:06Z,156985
3187729198,boomanaiden154,,2025-09-05T01:24:58Z,156985
3187554113,cmtice,,2025-09-04T23:45:01Z,156983
3187564332,cmtice,,2025-09-04T23:53:35Z,156983
3189786054,klausler,,2025-09-05T15:18:09Z,156982
3187534923,jasonmolenda,"thanks for straightening those out, look good to me.",2025-09-04T23:27:16Z,156981
3188735765,cjacek,"LGTM, thanks!",2025-09-05T10:01:12Z,156979
3187763533,jeffreytan81,,2025-09-05T01:42:38Z,156980
3191188716,dmpots,,2025-09-06T00:44:54Z,156980
3198690822,dmpots,LGTM!,2025-09-09T01:19:34Z,156980
3191171569,topperc,LGTM,2025-09-06T00:25:20Z,156974
3187394852,topperc,,2025-09-04T22:06:35Z,156973
3187437462,jurahul,,2025-09-04T22:24:51Z,156973
3187908060,topperc,LGTM,2025-09-05T03:54:17Z,156973
3187328877,erichkeane,,2025-09-04T21:38:19Z,156970
3187359111,mmha,,2025-09-04T21:50:45Z,156970
3187457324,andykaylor,,2025-09-04T22:35:32Z,156970
3187523436,erichkeane,,2025-09-04T23:17:18Z,156970
3190303058,andykaylor,,2025-09-05T17:48:06Z,156970
3190311247,erichkeane,,2025-09-05T17:51:36Z,156970
3190591509,bcardosolopes,,2025-09-05T19:45:26Z,156970
3187508312,kuhar,,2025-09-04T23:04:32Z,156972
3187513958,amd-eochoalo,"Hey @hanhanW , this looks like a better fix than what I was looking at.

I saw on `LowerGPUOpsToNVVMOps` and `GPUToLLVMConversion` that these passes will first run the `vector::populateVectorFromElementsLoweringPatterns(patterns);` patterns which will also flatten N-dimensional `vector.from_elements` operations. 

I agree that using the `adaptor` makes sense here, but I wonder if one should also apply these patterns before lowering to SPIR-V as n-dimensional vectors are illegal in SPIR-V. See for example: https://github.com/llvm/llvm-project/pull/155499/files

EDIT: Probably makes sense to have both. This change makes sure that the types are valid in SPIR-V while the draft PR makes sure that the shapes are valid.",2025-09-04T23:09:16Z,156972
3187298078,cmtice,,2025-09-04T21:23:34Z,156969
3187489081,arsenm,,2025-09-04T22:54:16Z,156968
3187495011,arsenm,,2025-09-04T22:57:09Z,156971
3187507300,rampitec,,2025-09-04T23:03:40Z,156971
3187517960,arsenm,,2025-09-04T23:12:38Z,156971
3187526097,rampitec,,2025-09-04T23:19:36Z,156971
3187647872,arsenm,,2025-09-05T01:03:59Z,156971
3187220885,michaelrj-google,,2025-09-04T20:53:54Z,156967
3187524040,shiltian,,2025-09-04T23:17:47Z,156966
3187524377,shiltian,,2025-09-04T23:18:04Z,156965
3187235070,andykaylor,,2025-09-04T21:00:07Z,156963
3190235665,AmrDeveloper,,2025-09-05T17:19:59Z,156963
3190377819,andykaylor,,2025-09-05T18:19:13Z,156963
3187763053,hstk30-hw,,2025-09-05T01:42:06Z,156962
3187221744,eugeneepshteyn,,2025-09-04T20:54:18Z,156961
3187317979,kparzysz,,2025-09-04T21:33:35Z,156961
3189215920,tblah,Clever stuff,2025-09-05T12:41:11Z,156961
3187017379,kuhar,,2025-09-04T20:04:50Z,156958
3187530293,kuhar,,2025-09-04T23:23:13Z,156958
3186976392,s-barannikov,LGTM,2025-09-04T19:54:07Z,156960
3186990417,jurahul,,2025-09-04T19:57:42Z,156960
3187137411,topperc,,2025-09-04T20:29:31Z,156957
3187246171,preames,,2025-09-04T21:05:12Z,156957
3187357191,topperc,LGTM,2025-09-04T21:49:48Z,156957
3188402752,philnik777,"I'm not sure I understand the reasoning here. `-Wthread-safety` inherently has false-positives, so false-positives don't seem like a reason to remove the annotations again. If anything, we should expand them. If you can't deal with false-postives, don't enable a warning that has them.",2025-09-05T08:04:39Z,156964
3186936937,ashgti,,2025-09-04T19:44:18Z,156956
3188380872,philnik777,,2025-09-05T08:00:17Z,156953
3189244319,ldionne,,2025-09-05T12:51:10Z,156953
3186711663,rupprecht,Thanks! Can you please run buildifier to format the file before merging?,2025-09-04T18:49:44Z,156946
3187622291,zwuis,,2025-09-05T00:44:51Z,156950
3187626184,boomanaiden154,,2025-09-05T00:48:53Z,156950
3197624913,vbvictor,,2025-09-08T18:20:27Z,156950
3197629167,cmtice,,2025-09-08T18:21:09Z,156950
3197631461,cmtice,,2025-09-08T18:21:33Z,156950
3197676351,vbvictor,,2025-09-08T18:31:09Z,156950
3197679829,vbvictor,,2025-09-08T18:32:21Z,156950
3197682072,vbvictor,,2025-09-08T18:33:14Z,156950
3197706374,cmtice,,2025-09-08T18:40:02Z,156950
3197720187,vbvictor,,2025-09-08T18:44:40Z,156950
3188680924,david-arm,Seems like a sensible fix. Just one request to add another variant of the test!,2025-09-05T09:42:58Z,156945
3188878026,sjoerdmeijer,,2025-09-05T10:47:33Z,156945
3189156044,david-arm,LGTM!,2025-09-05T12:21:51Z,156945
3186657671,cmtice,,2025-09-04T18:37:14Z,156939
3186711368,tbaederr,,2025-09-04T18:49:38Z,156944
3186807188,RKSimon,,2025-09-04T19:14:18Z,156944
3188395497,tbaederr,,2025-09-05T08:02:03Z,156944
3187075847,andykaylor,lgtm,2025-09-04T20:16:59Z,156938
3189646956,qiongsiwu,LGTM! Thanks! ,2025-09-05T14:39:10Z,156934
3190350837,ian-twilightcoder,,2025-09-05T18:08:27Z,156934
3186339601,boomanaiden154,"`lldb/test/Shell/Host/TestCustomShell.test` will still fail after this, but this change is still necessary either way. It does fix the other two tests and enables implementing `env -i` within lit's internal shell to fix `lldb/test/Shell/Host/TestCustomShell.test`.

I'm hoping to get to implementing `env -i` within the next hour or two.",2025-09-04T17:26:38Z,156931
3186343764,boomanaiden154,,2025-09-04T17:26:46Z,156931
3189899092,spall,,2025-09-05T16:07:27Z,156932
3189967087,farzonl,,2025-09-05T16:10:01Z,156932
3189971917,farzonl,,2025-09-05T16:11:51Z,156932
3189997859,farzonl,,2025-09-05T16:21:39Z,156932
3190005971,Icohedron,LGTM,2025-09-05T16:24:57Z,156932
3187880842,benshi001,LGTM,2025-09-05T03:25:01Z,156928
3186466458,llvm-beanz,,2025-09-04T17:58:15Z,156930
3186647463,bob80905,LGTM,2025-09-04T18:35:34Z,156930
3186323100,erichkeane,,2025-09-04T17:21:43Z,156929
3186363540,rjmccall,,2025-09-04T17:32:04Z,156929
3189598227,fhahn,,2025-09-05T14:25:41Z,156929
3186830432,topperc,LGTM,2025-09-04T19:20:40Z,156927
3186859292,s-barannikov,,2025-09-04T19:28:16Z,156927
3186994313,jurahul,,2025-09-04T19:58:53Z,156927
3187040105,jurahul,,2025-09-04T20:10:02Z,156927
3187217327,s-barannikov,,2025-09-04T20:52:47Z,156927
3187319772,jurahul,,2025-09-04T21:34:11Z,156927
3186375141,kuhar,Thanks,2025-09-04T17:35:12Z,156926
3187770981,ChuanqiXu9,,2025-09-05T01:49:59Z,156925
3186223629,charithaintc,,2025-09-04T16:57:08Z,156924
3187289818,SamTebbs33,Nice one.,2025-09-04T21:20:07Z,156923
3194564491,davemgreen,LGTM,2025-09-07T19:29:01Z,156920
3203177929,jhuber6,,2025-09-09T20:28:44Z,156922
3186235848,gysit,"Thanks for the fix!

LGTM",2025-09-04T17:01:15Z,156917
3186000961,david-arm,,2025-09-04T15:54:49Z,156916
3186011563,fhahn,,2025-09-04T15:56:24Z,156916
3195846194,davemgreen,,2025-09-08T10:31:59Z,156916
3200317086,david-arm,LGTM!,2025-09-09T09:15:50Z,156916
3200496237,fhahn,"LGTM, thannks",2025-09-09T09:42:56Z,156916
3188939174,nikic,"LGTM

Now that SCEVExpander is using InstSimplify folder, I wonder whether it would be sufficient to only do the willNotOverflow() check before emitting umul_with_overflow, and otherwise let InstSimplifyFolder remove the redundant checks? That would make sure nothing goes out of sync.",2025-09-05T11:08:57Z,156910
3195847752,CarlosAndresRamirez,"Looks good to me, it is a simple change - but I do not have the rights to approve.
Can anyone help us review/approve this?
Thank you.
",2025-09-08T10:02:58Z,156897
3197517090,evodius96,LGTM - do you need help merging this?,2025-09-08T17:52:26Z,156897
3185795039,carlocab,"Seems worth investigating adding support for `unset` in `lit`'s internal shell given how much repetition it would save here, TBH.",2025-09-04T15:07:11Z,156904
3186123240,ilovepi,LGTM,2025-09-04T16:23:43Z,156904
3186139396,ilovepi,,2025-09-04T16:28:45Z,156904
3186145575,boomanaiden154,,2025-09-04T16:30:30Z,156904
3186174027,rnk,,2025-09-04T16:39:57Z,156904
3186290077,boomanaiden154,,2025-09-04T17:13:36Z,156904
3188572198,RKSimon,we still need to handle the mask/maskz variants in avx512vlintrin.h + avx512vlbwintrin.h,2025-09-05T09:03:38Z,156901
3192438523,RKSimon,LGTM - cheers,2025-09-06T11:59:24Z,156901
3185748808,arsenm,,2025-09-04T14:55:24Z,156900
3185840465,frederik-h,,2025-09-04T15:19:25Z,156900
3187034651,bjope,,2025-09-04T20:13:33Z,156900
3187565964,arsenm,,2025-09-04T23:55:36Z,156900
3188176471,bjope,,2025-09-05T06:38:31Z,156900
3188180386,frederik-h,,2025-09-05T06:39:54Z,156900
3188200566,arsenm,,2025-09-05T06:48:00Z,156900
3188418001,frederik-h,,2025-09-05T08:10:10Z,156900
3188501585,bjope,,2025-09-05T08:39:55Z,156900
3188823533,frederik-h,,2025-09-05T10:28:48Z,156900
3188846808,frederik-h,,2025-09-05T10:34:39Z,156900
3188942600,bjope,,2025-09-05T11:10:27Z,156900
3189374587,mikaelholmen,"I've verified that this solves the problems we saw.
Thanks!",2025-09-05T13:26:29Z,156900
3185703700,arsenm,,2025-09-04T14:44:23Z,156895
3189209402,frederik-h,,2025-09-05T12:39:15Z,156895
3200575720,frederik-h,,2025-09-09T09:56:53Z,156895
3185592855,s-barannikov,LGTM,2025-09-04T14:20:20Z,156893
3189546884,CarolineConcatto,,2025-09-05T14:12:01Z,156892
