number,state,title,user/login,body,created_at,updated_at,closed_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files
157482,closed,[HashRecognize] Clarify hdr comment on GF(2^n) (NFC),artagnon,"Unify explanation for GF(2^n) and GF(2), which was previously convoluted.",2025-09-08T14:50:41Z,2025-09-08T15:57:17Z,2025-09-08T15:57:17Z,2025-09-08T15:57:17Z,True,3,1,2,8,8,1
157477,closed,[CIR] Fix assertion order in 'Address',erichkeane,"We are checking the 'type' of 'pointer' before we are checking whether it is null or not!  This is clearly incorrect, so this patch reorders the asserts.",2025-09-08T14:38:17Z,2025-09-08T14:59:31Z,2025-09-08T14:59:31Z,2025-09-08T14:59:31Z,True,1,0,1,3,3,1
157475,closed,[CostModel][X86] Add missing AVX1 costs for PMULUDQ v4i64 pattern,RKSimon,"We need to account for AVX1 targets splitting 256-bit PMULUDQ style patterns - we included a AVX2 cost, but missed out AVX1 despite v4i64 being a legal type

Noticed while working on #156568",2025-09-08T14:31:11Z,2025-09-08T15:13:27Z,2025-09-08T15:06:34Z,2025-09-08T15:06:34Z,True,3,0,1,17,15,2
157481,closed,"[docs][OpenMP] Remove ""unclaimed"" from language-specific items",kparzysz,"Things like C23 or Fortran 2023 had ""unclaimed"" entries in the column for the language that they don't apply to. Leave these fields blank instead.",2025-09-08T14:49:33Z,2025-09-08T14:55:41Z,2025-09-08T14:55:38Z,2025-09-08T14:55:38Z,True,1,0,1,8,8,1
157476,closed,[LLD][COFF] Make `/summary` work when `/debug` isn't provided,aganea,"Previously, `/summary` was meant to print some PDB information. Now move handling of `/summary` to `Writer.cpp` so that it can have an effect when `/debug` isn't provided. This will also provide grounds for extending with more general information.
",2025-09-08T14:33:20Z,2025-09-09T11:28:30Z,2025-09-09T11:28:24Z,2025-09-09T11:28:24Z,True,1,0,1,112,52,7
157474,closed,[lldb][test] StepUntil disable test for unsupported linkers.,da-viper,`INSERT BEFORE` keyword is not supported in current versions gold and mold linkers. Since we cannot confirm accurately what linker and version is available on the system and when it will be supported. We test it with a sample program using the script keywords.,2025-09-08T14:29:42Z,2025-09-10T16:18:44Z,2025-09-10T16:18:44Z,2025-09-10T16:18:44Z,True,2,3,1,40,20,2
157473,closed,[bazel][mlir][python] Port #157127: UB dialect filegroup,rupprecht,Used downstream,2025-09-08T14:25:48Z,2025-09-08T14:30:19Z,2025-09-08T14:30:17Z,2025-09-08T14:30:17Z,True,0,0,1,25,0,1
157479,closed,[HashRecognize] Strip excess-TC check,artagnon,"Checking if trip-count exceeds 256 is no longer necessary, as we have moved away from KnownBits computations to pattern-matching, which is very cheap and independent of TC.",2025-09-08T14:42:22Z,2025-09-08T15:30:53Z,2025-09-08T15:23:14Z,2025-09-08T15:23:14Z,True,3,0,1,5,5,2
157472,closed,[flang] canonicalize shape in pointer remapping lowering,jeanPerier,"Fixes https://github.com/llvm/llvm-project/issues/153221.

Canonicalize the new shape of the pointer when lowering pointer assignment with bounds remapping.
This is done by using the existing helper that generates a compare to zero + select like in the other situation where shapes are lowered.

Note that this only needs to be done for the extents here because lower bounds are canonicalized in LBOUND inquiries and descriptor creation (embox/rebox codegen) based on the extent value.",2025-09-08T14:23:21Z,2025-09-09T16:46:25Z,2025-09-09T07:50:48Z,2025-09-09T07:50:48Z,True,2,0,1,36,18,4
157468,closed,[clang-tidy][NFC] Enable `modernize-use-auto` in clang-tidy config and fix warnings,flovent,Closes [#156154](https://github.com/llvm/llvm-project/issues/156154),2025-09-08T14:07:18Z,2025-09-09T13:56:21Z,2025-09-08T18:37:03Z,2025-09-08T18:37:03Z,True,2,2,1,5,6,4
157471,closed,[CIR] Fix LLVM lowering crashes after #155244,mmha,This patch replaces all uses of `replaceAllUseWith` with `replaceOp`. This fixes a number of regressions post #155244.,2025-09-08T14:21:52Z,2025-09-08T19:11:22Z,2025-09-08T19:11:22Z,2025-09-08T19:11:22Z,True,3,0,1,2,4,1
157470,closed,[docs][OpenMP] Update the status of GROUPPRIVATE in flang,kparzysz,,2025-09-08T14:19:58Z,2025-09-08T14:40:39Z,2025-09-08T14:40:35Z,2025-09-08T14:40:35Z,True,1,0,2,4,1,1
157466,closed,[libc++] Parse Google Benchmark results into LNT-compatible format,ldionne,This is a step towards being able to easily report benchmark results to a LNT instance. The LNT format can also be the basis for other tools to perform A/B comparisons when doing experiments.,2025-09-08T13:53:39Z,2025-09-08T18:32:49Z,2025-09-08T18:32:46Z,2025-09-08T18:32:46Z,True,2,0,1,51,2,4
157464,closed,[Headers][X86] Enable constexpr handling for MMX/SSE/AVX/AVX512 avg intrinsics,markbhasawut,"This PR updates the avg builtins to support constant expression handling, by extending the VectorExprEvaluator::VisitCallExpr that handles elementwise integer binop builtins.

Closes #155390",2025-09-08T13:39:16Z,2025-09-09T16:58:57Z,2025-09-09T16:58:57Z,2025-09-09T16:58:56Z,True,3,11,9,129,103,13
157461,closed,[DFAJumpThreading] Fix possible null dereference,apach301,Fixes #157450,2025-09-08T13:28:26Z,2025-09-08T18:15:06Z,2025-09-08T18:15:06Z,2025-09-08T18:15:06Z,True,1,2,2,1,1,1
157458,closed,[Verifier] Remove redundant null-check (NFC),apach301,Fixes #157448,2025-09-08T13:28:03Z,2025-09-10T01:58:51Z,2025-09-10T01:58:51Z,2025-09-10T01:58:50Z,True,3,0,2,1,1,1
157457,closed,[mlir][spirv] Check variable for null before dereferencing,apach301,FIxes #157453 ,2025-09-08T13:27:17Z,2025-09-10T14:14:24Z,2025-09-10T14:14:23Z,2025-09-10T14:14:23Z,True,3,8,2,3,1,1
157454,closed,[TypeSize] Inline conversion to uint64_t (NFC),nikic,"After #156336 this cast operator has become trivial, so inline it into the header. This is a minor compile-time improvement.",2025-09-08T13:25:45Z,2025-09-08T15:33:40Z,2025-09-08T15:33:38Z,2025-09-08T15:33:37Z,True,1,0,1,9,24,3
157447,closed,[InstCombine] Support GEP chains in foldCmpLoadFromIndexedGlobal(),nikic,"Currently this fold only supports a single GEP. However, in ptradd representation, it may be split across multiple GEPs. In particular, PR #151333 will split off constant offset GEPs.

To support this, add a new helper decomposeLinearExpression(), which decomposes a pointer into a linear expression of the form BasePtr + Index * Scale + Offset.

I plan to also extend this helper to look through mul/shl on the index and use it in more places that currently use collectOffset() to extract a single index * scale. This will make sure such optimizations are not affected by the ptradd migration.",2025-09-08T13:19:28Z,2025-09-09T14:50:48Z,2025-09-09T14:50:45Z,2025-09-09T14:50:45Z,True,2,0,1,168,29,5
157455,closed,[mlir] Fix possible null dereference during error logging,apach301,Fixes #157451,2025-09-08T13:26:08Z,2025-09-10T08:34:04Z,2025-09-10T01:10:11Z,2025-09-10T01:10:11Z,True,1,1,1,2,1,1
157446,closed,Mips: Force 64bit subtarget feature to be set for ABI options,arsenm,"Prepare to use this with HwMode. This is mostly code copied from x86.

Mips has an exceptionally broken system where the target-abi option
can be used to change the pointer size. i.e., you can mix and match
32-bit base triples with an explicit request to use 32-bit or 64-bit
pointers such that you cannot rely on the triple reported pointer size.
This hack manages to only work for codegen. The MC subtarget constructors
do not have access to the target-abi name so those will continue to not
have the appropriate feature set.",2025-09-08T13:18:57Z,2025-09-09T02:15:36Z,2025-09-09T02:15:35Z,2025-09-09T02:15:35Z,True,3,2,4,12,2,1
157445,closed,Sparc: Add 64-bit feature,arsenm,"Add a 64-bit feature so a subtarget feature check can tell the
pointer size, for future use with HwMode.

This is kind of a hack, but this is closer to what other targets do.
To use HwModes, there needs to be a subtarget feature. Every other
target kludges the module level properties into a subtarget feature
for use here, which requires pre/post processing the subtarget features.
The APIs for this aren't great. I tried doing something different,
closer to what hexagon does, rather than what x86 does to see if it
was any nicer. It almost is, except for some reason we don't have an
API to directly set a bit in the FeatureBitset.

Also the test coverage for the different ABI options isn't great.
e.g. v9 as a feature almost works, except a single test breaks
that uses a sparc32 triple with an explicit v9 feature.",2025-09-08T13:06:55Z,2025-09-08T14:58:12Z,2025-09-08T14:44:47Z,2025-09-08T14:44:47Z,True,3,1,1,22,8,5
157440,closed,[NFC][analyzer] Fix copypaste error in security.VAList docs,NagyDonat,My recent commit a80c393a9c498279a1ec9fd630535b9ff139b49f accidentally added a paragraph which does not belong to the new documentation of the checker `security.VAList`; this commit corrects this mistake.,2025-09-08T12:32:16Z,2025-09-08T12:46:59Z,2025-09-08T12:46:59Z,2025-09-08T12:46:59Z,True,2,0,1,0,5,1
157438,closed,[NFC][analyzer] Rename `ValistChecker.cpp` to `VAListChecker.cpp`,NagyDonat,...to follow the capitalization style that was already applied within the file by recent commit a80c393a9c498279a1ec9fd630535b9ff139b49f.,2025-09-08T12:23:14Z,2025-09-08T13:06:46Z,2025-09-08T13:06:46Z,2025-09-08T13:06:46Z,True,2,0,1,3,3,3
157432,closed,[lldb][test] Prevent TestqOffsets.py picking up host binaries,DavidSpickett,"Due to a fallback in GDBRemoteCommunicationClient.cpp, on Linux we will assume a PID of 1 if the remote does not respond in some way that tells us the real PID.

So if PID 1 happened to be a process that the current user could read, we would try to debug that instead. On my current machine, PID 1 was sshd run by root so we would ignore it. If I changed the fallback to some process ID run by my user, the test would fail.

To prevent this, select the remote-linux platform before creating the target. This means we won't attempt any host lookups.

Fixes #155895",2025-09-08T11:48:22Z,2025-09-09T08:30:33Z,2025-09-09T08:30:30Z,2025-09-09T08:30:30Z,True,5,0,2,2,0,1
157430,closed,[VectorCombine] foldSelectShuffle - early-out cases where the max vector register width isn't large enough,RKSimon,"Technically this could happen with vector units that can't handle all legal scalar widths - but its good enough to use a generic crash test without a suitable target

Fixes #157335",2025-09-08T11:28:52Z,2025-09-08T12:29:29Z,2025-09-08T12:04:23Z,2025-09-08T12:04:23Z,True,1,0,2,21,0,2
157431,closed,[flang] add missing header include after 156661,jeanPerier,"There is a missing header dependency in 156661.
The Github CI and linux builds of #156661 succeeded, maybe because the header caching hid the issue there.

https://lab.llvm.org/buildbot/#/builders/207/builds/6634",2025-09-08T11:40:34Z,2025-09-08T12:31:51Z,2025-09-08T12:31:48Z,2025-09-08T12:31:47Z,True,1,0,1,1,0,1
157429,closed,[libc++][NFC] Inline function in string.cons/copy_alloc.pass.cpp that is used only once,philnik777,"This makes the test a bit easier to understand.
",2025-09-08T11:17:48Z,2025-09-09T07:24:22Z,2025-09-09T07:23:51Z,2025-09-09T07:23:50Z,True,1,0,1,5,11,1
157427,closed,[CodeGen] Fix handling dead redefs in finalizeBundle,jayfoad,"A dead redefinition should override any earlier non-dead definition
inside a bundle.

Also remove KilledDefSet since it can be folded into DeadDefSet.
",2025-09-08T11:16:47Z,2025-09-10T11:48:18Z,2025-09-10T11:48:13Z,2025-09-10T11:48:12Z,True,7,2,2,26,10,3
157426,closed,[X86] PromoteMaskArithmetic - use similar code for LHS/RHS trunc pattern. NFC.,RKSimon,"Make it more obvious that LHS/RHS truncation patterns are the same.

Noticed while working on #157425",2025-09-08T11:12:20Z,2025-09-08T12:12:43Z,2025-09-08T11:43:57Z,2025-09-08T11:43:57Z,True,2,0,1,6,8,1
157425,closed,[X86] PromoteMaskArithmetic - oneuse vector_extend_inreg nodes can be safely promoted on AVX2+ targets,RKSimon,"Allows us to extend a result back to the largest type after we've handled mask logic using vXi1 result types from different source vector widths (e.g. v8i32 and v8i8)

Fixes #157382",2025-09-08T11:01:46Z,2025-09-08T14:06:52Z,2025-09-08T13:47:08Z,2025-09-08T13:47:08Z,True,3,0,4,17,12,2
157424,closed,[libc++][NFC] Move some really simple function defintions into the body of __tree,philnik777,,2025-09-08T10:57:33Z,2025-09-09T02:27:55Z,2025-09-09T02:27:27Z,2025-09-09T02:27:27Z,True,1,0,1,25,46,1
157415,closed,[orc-rt] Add SPS serialization support for AllocGroup.,lhames,,2025-09-08T10:00:45Z,2025-09-08T23:06:03Z,2025-09-08T22:55:18Z,2025-09-08T22:55:18Z,True,0,0,1,106,0,5
157418,closed,[AArch64] Use unsigned variant of `<s|u>addv_64` SVE vector reduction intrinsic for 64 bit values,Rajveer100,"Resolves #157122

When lowering this intrinsic, we are querying the first result type (i.e `getValueType(0)`) which may not always be true hence giving wrong the extended value type.

As an improvement, for 64 bit values an extend isn't performed regardless of `<U/S>ADDV_PRED`, so we can directly use the unsigned variant.",2025-09-08T10:25:04Z,2025-09-09T06:14:32Z,2025-09-09T06:14:32Z,2025-09-09T06:14:32Z,True,3,2,2,23,1,2
157417,closed,[Offload] Skip most liboffload tests if no devices,RossBrunton,"If there are no devices available for testing on liboffload, the test
will no longer throw an error when it fails to instantiate.

The tests will be silently skipped, but with a warning printed to
stderr.
",2025-09-08T10:19:13Z,2025-09-09T09:11:05Z,2025-09-09T09:11:05Z,2025-09-09T09:11:05Z,True,1,2,2,8,1,2
157413,closed,[flang] do not rely on existing fir.convert in TargetRewrite,jeanPerier,"TargetRewrite is doing a shallow rewrite of function signatures. It is only rewriting function definitions (FuncOp), calls (CallOp) and AddressOfOp. It is not trying to visit each operations that may have an operand with a function type.
It therefore needs function signature casts around the operations it is rewriting.

Currently, these casts were not inserted after AddressOfOp rewrites because lowering tends to always insert function cast after generating AddressOfOp to the void type so the pass relied on implicitly updating this cast operand type to get the required cast. This is brittle because there is no guarantee such convert must be here and canonicalization and passes may remove them.

Insert a cast after on the result of rewritten operations. If it is redundant, it will be canonicalized away later.",2025-09-08T09:57:03Z,2025-09-08T15:22:29Z,2025-09-08T15:22:26Z,2025-09-08T15:22:25Z,True,2,0,1,25,5,2
157411,closed,[X86] Add test coverage for #157382,RKSimon,,2025-09-08T09:52:53Z,2025-09-08T10:25:35Z,2025-09-08T10:22:51Z,2025-09-08T10:22:51Z,True,1,0,1,110,0,1
157408,closed,[AMDGPU] Change expand-fp opt level argument syntax,frederik-h,"Align the syntax used for the optimization level argument of the expand-fp pass in textual descriptions of pass pipelines with the syntax used by other passes taking a similar argument. That is, use e.g. `expand-fp<O1>` instead of `expand-fp<opt-level=1>`.",2025-09-08T09:35:13Z,2025-09-10T10:41:48Z,2025-09-10T08:44:28Z,2025-09-10T08:44:28Z,True,13,0,2,38,20,7
157409,closed,PPC: Use StringRef for subtarget constructor arguments,arsenm,,2025-09-08T09:43:11Z,2025-09-08T10:50:17Z,2025-09-08T10:50:16Z,2025-09-08T10:50:16Z,True,2,0,3,3,5,2
157404,closed,PPC: Remove TargetTriple from PPCSubtarget,arsenm,This already exists in the base class.,2025-09-08T08:33:24Z,2025-09-08T10:18:34Z,2025-09-08T10:18:32Z,2025-09-08T10:18:32Z,True,2,0,1,12,17,2
157410,closed,release/21.x: [SCEVExp] Fix early exit in ComputeEndCheck.,nikic,Backport of: https://github.com/llvm/llvm-project/commit/a6148071300302b451ae92fbd8f8b955a6974891 https://github.com/llvm/llvm-project/commit/ec581e460ae92ef29c1ea4f200b36b79188fdd21 https://github.com/llvm/llvm-project/commit/f8972c8280d28660aaff888c093a9e01b9ee71e6,2025-09-08T09:47:48Z,2025-09-09T08:43:13Z,2025-09-09T08:38:26Z,,False,3,0,3,294,134,7
157400,closed,Sparc: Remove Is64Bit field from SparcTargetMachine,arsenm,Directly use the triple instead of having an additional field.,2025-09-08T07:40:35Z,2025-09-08T09:23:08Z,2025-09-08T09:23:06Z,2025-09-08T09:23:06Z,True,2,0,1,19,20,4
157402,closed,[mlir][gpu] Refactor GpuOpsToROCDLOps pass interface (NFC),pabloantoniom,"This PR deletes the `createLowerGpuOpsToROCDLOpsPass` constructor from
the .td file, making the `createConvertGpuOpsToROCDLOps` pass available to
users. This has the following effects:

1. `createLowerGpuOpsToROCDLOpsPass` is not available anymore. Instead,
`createConvertGpuOpsToROCDLOps` should be used. This makes the interface
consistent with ConvertGpuOpsToNVVMOps.

2. To call `createConvertGpuOpsToROCDLOps`, the options must be passed
via ConvertGpuOpsToROCDLOpsOptions. This has the side effect of
making the `allowed-dialects` option available, which was not
accessible via C++ before.",2025-09-08T08:03:27Z,2025-09-10T07:04:35Z,2025-09-10T07:04:34Z,2025-09-10T07:04:34Z,True,12,12,4,2,34,3
157397,closed,Sparc: Remove TargetTriple member from SparcSubtarget,arsenm,This already exists in the base class,2025-09-08T07:29:48Z,2025-09-08T08:22:21Z,2025-09-08T08:22:19Z,2025-09-08T08:22:19Z,True,2,0,1,3,7,4
157396,closed,"[RISCV] Replace undef with poison, NFC",jacquesguan,"Since undef is deprecated now, reuse of some tests case would cause CI failure, this pr replaces most undef with poison",2025-09-08T07:27:02Z,2025-09-09T07:16:16Z,2025-09-09T07:16:16Z,2025-09-09T07:16:16Z,True,2,0,1,11709,11709,236
157394,closed,VE: Stop using PointerLikeRegClass,arsenm,There is only one pointer size so there is no reason to use ptr_rc.,2025-09-08T07:13:48Z,2025-09-08T11:58:28Z,2025-09-08T11:58:26Z,2025-09-08T11:58:26Z,True,2,2,1,8,6,1
157393,closed,[llvm] Proofread AdvancedBuilds.rst,kazutakahirata,,2025-09-08T07:06:51Z,2025-09-08T19:32:43Z,2025-09-08T19:32:35Z,2025-09-08T19:32:35Z,True,0,0,1,5,5,1
157407,closed,[libFuzzer] Change sig-trap test to allow expected output strings in any order,DanBlackwell,"I have seen some flakiness in this test where the 2 checked strings appear in a different order. Due to buffering of writes, and that one of these strings is written during the signal handler, I think this is valid. This PR relaxes the test to allow those strings to appear in either order.",2025-09-08T09:08:29Z,2025-09-10T07:25:13Z,2025-09-10T07:25:13Z,2025-09-10T07:25:13Z,True,1,0,1,2,2,1
157392,closed,[Hexagon] Remove an unnecessary cast (NFC),kazutakahirata,"Inst is of type MCInst &.
",2025-09-08T07:06:35Z,2025-09-09T07:01:27Z,2025-09-09T07:01:22Z,,False,1,2,1,1,1,1
157391,closed,[ADT] Add llvm::countr_zero_constexpr,kazutakahirata,"This commit introduces llvm::countr_zero_constexpr as a constexpr
version of llvm::countr_zero.

The existing llvm::countr_zero is not constexpr due to its use of
_BitScanForward.

I'm planning to use the new function in PointerLikeTypeTraits.h as a
replacement for ConstantLog2.
",2025-09-08T07:06:11Z,2025-09-10T02:38:49Z,2025-09-10T02:38:44Z,,False,2,0,1,43,13,2
157390,closed,[ADT] Replace Min with variadic std::min,kazutakahirata,"Without this patch, NumTagBits and MinTag use a recursive template Min
to compute Min.

This patch replaces Min with variadic std::min.

While I'm at it, this patch changes the type of NumTagBits to static
constexpr int.
",2025-09-08T07:03:34Z,2025-09-08T19:32:39Z,2025-09-08T19:32:28Z,2025-09-08T19:32:27Z,True,1,2,1,6,11,1
157389,closed,[ADT] Simplify DenseMapIterator with std::reverse_iterator (NFC),kazutakahirata,"DenseMapIterator has two tasks:

- iterate the buckets in the requested direction
- skip the empty and tombstone buckets

These tasks are intertwined in the current implementation.

This patch cleans up DenseMapIterator by separating the two tasks.
Specifically, we introduce a private middleman iterator type called
BucketItTy.  This is the same as the pointer-based iterator in the
forward direction, but it becomes std::reverse_iterator<pointer>
otherwise.  Now, the user-facing iterator iterates over BucketItTy
while skipping the empty and tombstone buckets.  This way,
AdvancePastEmptyBuckets always calls BucketItTy::operator++.  If the
reverse iteration is requested, the underlying raw pointer gets
decremented, but that logic is hidden behind
std::reverse_iterator<pointer>::operator++.

As a result, we can remove RetreatPastEmptyBuckets and a couple of
calls to shouldReverseIterate.

Here is a data point.  A couple of months ago, we were calling
shouldReverseIterate from 18 places in DenseMap.h.  That's down to 5.
This patch reduces it further down to 3.
",2025-09-08T07:03:03Z,2025-09-10T03:58:55Z,2025-09-10T01:06:35Z,2025-09-10T01:06:35Z,True,3,0,1,23,32,1
157387,closed,[LV] Fix cost misaligned when gather/scatter w/ addr is uniform.,ElvisWang123,"This patch fix the assertion when the `isUniform` (from legacy model) and `isSingleScalar`(from Vplan-based model) mismatch.

The simplify test that cause assertion
```
loop:
  loadA = load %a  => %a is loop invariant.
  loadB = load %LoadA
  ...
```
In the legacy cost model, it cannot analysis that addr of `%loadB` is uniform but in the Vplan-based cost model both addr in `%loadA` and `loadB` is single scalar.

Full test caused crash: https://llvm.godbolt.org/z/zEG8YKjqh. ",2025-09-08T05:47:07Z,2025-09-10T23:50:05Z,2025-09-10T23:49:55Z,2025-09-10T23:49:55Z,True,1,22,8,82,0,2
157384,closed,[clang-tidy] Minor documentation wording for performance-noexcept-move-constructor,nicovank,"
Fix #157343.
",2025-09-08T04:44:18Z,2025-09-08T08:03:00Z,2025-09-08T04:56:10Z,2025-09-08T04:56:10Z,True,4,0,1,1,1,1
157376,closed,[RISCV] Allow constants in tryFoldSelectIntoOp,preames,"For simm12 constants this allows the use of e.g. addi/xori, and for non-simm12 constants seems to still produce better code than the default lowering.",2025-09-08T00:53:40Z,2025-09-08T20:11:39Z,2025-09-08T20:11:34Z,2025-09-08T20:11:34Z,True,1,3,1,73,124,3
157388,closed,"[RISCV] Undo fneg (fmul x, y) -> fmul x, (fneg y) transform",lukel97,"InstCombine will hoist an fneg through an fmul, but not for fadd/fsub.
This prevents us from matching fmsub and fnmadd in some cases.

This patch adds a DAG combine to undo this in InstCombine, which helps some hot loops in 508.namd_r:

```diff
@@ -983,18 +983,15 @@
        fld     ft2, 48(a5)
        fld     ft3, 64(a5)
        fld     ft4, 72(a5)
-       fneg.d  fa0, fa0
-       fneg.d  ft0, ft0
-       fneg.d  ft2, ft2
        fmul.d  fa3, ft5, fa3
        fmul.d  fa0, fa3, fa0
        fmul.d  ft0, fa3, ft0
        fmul.d  fa3, fa3, ft2
        fld     ft2, 0(s1)
        fmul.d  fa4, ft5, fa4
-       fmadd.d fa2, fa4, fa2, fa0
-       fmadd.d ft6, fa4, ft6, ft0
-       fmadd.d fa4, fa4, ft1, fa3
+       fmsub.d fa2, fa4, fa2, fa0
+       fmsub.d ft6, fa4, ft6, ft0
+       fmsub.d fa4, fa4, ft1, fa3
```

This gives a [1.77% improvement in both instruction count and runtime on 508.namd_r](https://lnt.lukelau.me/db_default/v4/nts/profile/1/1022/1021)

This also causes some more fnegs to be sunk after a bitcast to integer, so they're now done as xor. From glancing at some of the schedules for WriteFSGN my guess is that this is also profitable.",2025-09-08T06:18:31Z,2025-09-09T01:30:33Z,2025-09-09T01:30:33Z,2025-09-09T01:30:33Z,True,5,0,4,412,42,5
157375,closed,[NFC][LowerTypeTests] Make `buildBitSet` a static function,vitalybuka,,2025-09-08T00:50:13Z,2025-09-08T01:22:10Z,2025-09-08T01:22:09Z,2025-09-08T01:22:09Z,True,1,1,1,5,8,1
157386,closed,[LowerTypeTests] Optimize buildBitSet,vitalybuka,"`buildBitSet` had a loop trough entire GlobalLayout to pickup matching offsets.

The patch maps all offsets to correspondign
`TypeId`, so we pass prepared list of offsets into
`buildBitSet`.

On one large internal binary, `LowerTypeTests`
took 58% of ThinLTO link time before the patch.
After the patch just 7% (absolute saving is 200s).
",2025-09-08T05:32:09Z,2025-09-11T01:25:15Z,2025-09-11T01:16:58Z,2025-09-11T01:16:58Z,True,2,3,1,43,40,3
157374,closed,[mlir] Use free op create functions. NFC.,kuhar,The builder create methods are deprecated: https://mlir.llvm.org/deprecation/. See https://discourse.llvm.org/t/psa-opty-create-now-with-100-more-tab-complete/87339.,2025-09-08T00:34:41Z,2025-09-08T02:26:27Z,2025-09-08T02:13:20Z,2025-09-08T02:13:20Z,True,5,0,1,60,60,9
157373,closed,[mlir][gpu] Revert gpu.subgroup_broadcast with any_lane,kuhar,"This partially reverts https://github.com/llvm/llvm-project/pull/152808.

Post-commit comments revealed that the `any_lane` variant hasn't been fully agreed upon at the time of landing.",2025-09-08T00:22:47Z,2025-09-08T01:13:26Z,2025-09-08T00:43:57Z,2025-09-08T00:43:57Z,True,2,0,1,15,38,7
157369,closed,[MLIR][Python][NO MERGE] Support Python-defined passes in MLIR,makslevental,based heavily on https://github.com/llvm/llvm-project/pull/156000,2025-09-07T23:10:46Z,2025-09-09T02:16:01Z,2025-09-09T02:16:01Z,,False,0,7,1,167,15,7
157367,closed,[mlir][tblgen] Fix bug when mixing props and InferTypes,fabianmcg,"This patch fixes a bug occurring when properties are mixed with any of the InferType traits, causing tblgen to crash. A simple reproducer is:
```
def _TypeInferredPropOp : NS_Op<""type_inferred_prop_op_with_properties"", [
    AllTypesMatch<[""value"", ""result""]>
  ]> {
  let arguments = (ins Property<""unsigned"">:$prop, AnyType:$value);
  let results = (outs AnyType:$result);
  let hasCustomAssemblyFormat = 1;
}
```

The issue occurs because of the call:
```
op.getArgToOperandOrAttribute(infer.getIndex());
```
To understand better the issue, consider:
```
attrOrOperandMapping = [Operand0]
arguments = [Prop0, Operand0]
```
In this case, `infer.getIndex()` will return `1` for `Operand0`, but `getArgToOperandOrAttribute` expects `0`, causing the discrepancy that causes the crash.

The fix is to change `attrOrOperandMapping` to also include props.
",2025-09-07T22:07:46Z,2025-09-10T12:17:39Z,2025-09-10T12:08:03Z,2025-09-10T12:08:03Z,True,3,2,2,42,28,4
157361,closed,[PDB] Add public symbol lookup by address,Nerixyz,"This adds a method on the `PublicsStream` to look up symbols using their address (segment + offset).
It's largely a reimplementation of [`NearestSym`](https://github.com/microsoft/microsoft-pdb/blob/805655a28bd8198004be2ac27e6e0290121a5e89/PDB/dbi/gsi.cpp#L1492-L1581) from the reference. However, we don't return the nearest symbol, but the exact symbol.
Still, in case of ICF, we return the symbol that's first in the address map. Users can then use the returned offset to read the next records to check if multiple symbols overlap, if desired.

From #149701.",2025-09-07T20:02:11Z,2025-09-10T17:37:59Z,2025-09-10T15:38:38Z,2025-09-10T15:38:38Z,True,4,8,8,295,0,4
157357,closed,[Mips] Decode the operand of JrcRx16,s-barannikov,"This change will allow to remove `-ignore-non-decodable-operands` TableGen option.

The J(AL)R(C) instructions still have incorrect encodings, but it seems there is only one mips16 test that only checks that `nop` can be assembled.
",2025-09-07T18:25:09Z,2025-09-07T22:18:06Z,2025-09-07T18:53:05Z,2025-09-07T18:53:05Z,True,1,0,1,2,3,1
157362,closed,[llvm-pdbutil] Create public symbols in yaml2pdb,Nerixyz,"pdb2yaml dumps the public symbols, but yaml2pdb didn't create these in the exported PDB. With this PR, they're added to the final PDB.",2025-09-07T20:25:44Z,2025-09-10T15:03:17Z,2025-09-10T15:03:17Z,2025-09-10T15:03:17Z,True,1,3,3,75,0,2
157366,closed,[ORC][examples][LLVM-C] Fix ThreadSafeContext to wrap existing context,MrAnno,Fixes #155881,2025-09-07T22:02:48Z,2025-09-09T10:26:58Z,2025-09-09T10:23:54Z,2025-09-09T10:23:54Z,True,7,0,7,6,3,3
157346,closed,"Revert ""[Offload] Run unit tests as a part of check-offload""",mgorny,Reverts llvm/llvm-project#156675 due to regressions in standalone build and test errors without all plugins enabled (#157345).,2025-09-07T15:09:35Z,2025-09-07T15:12:16Z,2025-09-07T15:12:15Z,2025-09-07T15:12:15Z,True,2,0,1,1,1,1
157350,closed,[CIR] Upstream FPToFPBuiltin ASinOp,AmrDeveloper,Upstream support for FPToFPBuiltin ASinOp,2025-09-07T17:00:44Z,2025-09-10T15:47:07Z,2025-09-10T15:47:07Z,2025-09-10T15:47:07Z,True,2,1,4,56,0,5
157344,closed,[BPF] Remove skb operand of LD_ABS/LD_IND instructions,s-barannikov,"The instructions already have R6 register in the Uses list, there is no need for an additional explicit `GPR:$skb` operand.

This simplifies intrinsic selection and makes the instructions decodable without post-decoding pass inserting R6 operand.",2025-09-07T15:03:14Z,2025-09-08T23:20:04Z,2025-09-08T23:20:01Z,2025-09-08T23:20:01Z,True,1,0,1,6,45,5
157338,closed,[CSKY] Decode CARRY / GPRSP operands not encoded into instruction (NFCI),s-barannikov,"The generated decoder can now decode these operands. All we need to do is to add `bits<0>` for these operands to instruction records and provide operand decoders.

While here, reformat adjacent lines.
",2025-09-07T13:17:15Z,2025-09-07T22:18:24Z,2025-09-07T13:47:23Z,2025-09-07T13:47:23Z,True,1,0,1,155,200,8
